order_id,order_date,customer_id,product_id,quantity,discount_pct,unit_price,sales,cost,profit,payment_method,order_status,delivery_days,product_name,category,subcategory,base_price,customer_name,region,city,signup_date,year,month,month_name
ORD000015,2025-12-17,CUST01262,PROD0073,1,0.05,8.98,8.53,6.16,2.37,Debit Card,Delivered,7.0,Business Product 73,Books,Business,9.38,Customer 1262,Central,Kanpur,2024-02-24,2025,12,Dec
ORD000016,2025-09-30,CUST00376,PROD0006,3,0.05,72.91,207.79,155.02,52.77,Credit Card,Delivered,4.0,Decor Product 6,Home & Kitchen,Decor,78.58,Customer 376,Central,Nagpur,2024-12-14,2025,9,Sep
ORD000017,2025-08-09,CUST00082,PROD0013,3,0.05,732.13,2086.57,1577.16,509.41,Credit Card,Delivered,3.0,Laptops Product 13,Electronics,Laptops,769.31,Customer 82,North,Chandigarh,2024-10-06,2025,8,Aug
ORD000018,2025-08-01,CUST00492,PROD0059,2,0.0,93.2,186.4,140.63,45.77,Net Banking,Delivered,6.0,Haircare Product 59,Beauty,Haircare,97.27,Customer 492,West,Mumbai,2024-02-23,2025,8,Aug
ORD000019,2025-12-07,CUST00356,PROD0086,4,0.0,369.19,1476.76,1188.34,288.42,Net Banking,Delivered,4.0,Audio Product 86,Electronics,Audio,361.35,Customer 356,Central,Kanpur,2024-03-27,2025,12,Dec
ORD000020,2025-02-25,CUST00925,PROD0092,2,0.15,58.18,98.91,63.0,35.91,UPI,Delivered,5.0,Haircare Product 92,Beauty,Haircare,57.6,Customer 925,Central,Kanpur,2024-04-14,2025,2,Feb
ORD000021,2025-12-08,CUST01297,PROD0030,4,0.25,356.85,1070.55,690.33,380.22,Credit Card,Delivered,3.0,Decor Product 30,Home & Kitchen,Decor,335.65,Customer 1297,Central,Kanpur,2023-12-09,2025,12,Dec
ORD000022,2025-04-12,CUST01068,PROD0116,3,0.0,47.89,143.67,86.58,57.09,UPI,Delivered,3.0,Men Product 116,Fashion,Men,51.48,Customer 1068,Central,Kanpur,2024-03-17,2025,4,Apr
ORD000023,2025-07-11,CUST01005,PROD0100,1,0.1,107.27,96.54,69.72,26.82,Net Banking,Delivered,1.0,Men Product 100,Fashion,Men,105.21,Customer 1005,East,Patna,2025-04-07,2025,7,Jul
ORD000024,2025-11-06,CUST00123,PROD0002,4,0.25,29.48,88.44,59.68,28.76,Net Banking,Returned,5.0,Decor Product 2,Home & Kitchen,Decor,29.88,Customer 123,North,Delhi,2023-06-30,2025,11,Nov
ORD000025,2025-07-19,CUST01373,PROD0058,2,0.0,202.9,405.8,283.69,122.11,Net Banking,Delivered,2.0,Footwear Product 58,Fashion,Footwear,193.95,Customer 1373,East,Kolkata,2023-07-10,2025,7,Jul
ORD000026,2025-08-21,CUST00708,PROD0036,1,0.0,348.81,348.81,216.53,132.28,Debit Card,Delivered,5.0,Furniture Product 36,Home & Kitchen,Furniture,375.57,Customer 708,South,Bengaluru,2025-01-27,2025,8,Aug
ORD000027,2025-08-15,CUST00330,PROD0072,3,0.2,14.84,35.62,26.21,9.41,Credit Card,Delivered,2.0,Technology Product 72,Books,Technology,16.01,Customer 330,North,Chandigarh,2023-11-27,2025,8,Aug
ORD000028,2025-05-19,CUST01433,PROD0045,1,0.15,185.1,157.33,114.63,42.7,Credit Card,Delivered,2.0,Kitchen Product 45,Home & Kitchen,Kitchen,184.1,Customer 1433,West,Pune,2023-09-30,2025,5,May
ORD000029,2025-12-10,CUST00991,PROD0106,1,0.0,165.33,165.33,106.4,58.93,Credit Card,Returned,6.0,Women Product 106,Fashion,Women,152.76,Customer 991,North,Lucknow,2023-06-10,2025,12,Dec
ORD000030,2025-11-01,CUST00323,PROD0114,1,0.05,579.83,550.84,381.02,169.82,UPI,Delivered,3.0,Audio Product 114,Electronics,Audio,550.01,Customer 323,South,Chennai,2024-04-08,2025,11,Nov
ORD000031,2025-05-29,CUST01135,PROD0009,1,0.0,278.52,278.52,221.32,57.2,COD,Delivered,2.0,Furniture Product 9,Home & Kitchen,Furniture,301.64,Customer 1135,Central,Bhopal,2023-09-17,2025,5,May
ORD000032,2025-04-25,CUST00770,PROD0065,2,0.05,170.86,324.63,248.55,76.08,Credit Card,Delivered,6.0,Women Product 65,Fashion,Women,178.78,Customer 770,East,Kolkata,2023-11-01,2025,4,Apr
ORD000033,2025-03-04,CUST01113,PROD0077,4,0.15,133.27,453.12,287.49,165.63,COD,Delivered,3.0,Accessories Product 77,Fashion,Accessories,138.05,Customer 1113,West,Ahmedabad,2025-06-25,2025,3,Mar
ORD000034,2025-04-14,CUST00433,PROD0050,3,0.1,95.44,257.69,203.81,53.88,Net Banking,Delivered,2.0,Smartphones Product 50,Electronics,Smartphones,95.0,Customer 433,North,Delhi,2024-12-19,2025,4,Apr
ORD000035,2025-12-05,CUST00710,PROD0079,1,0.1,249.85,224.86,134.05,90.81,Net Banking,Cancelled,,Appliances Product 79,Home & Kitchen,Appliances,240.86,Customer 710,South,Bengaluru,2024-02-18,2025,12,Dec
ORD000036,2025-12-25,CUST00794,PROD0032,1,0.05,13.61,12.93,8.78,4.15,Credit Card,Delivered,4.0,Skincare Product 32,Beauty,Skincare,14.13,Customer 794,Central,Nagpur,2025-04-01,2025,12,Dec
ORD000037,2025-06-05,CUST00712,PROD0098,1,0.0,122.65,122.65,73.5,49.15,UPI,Delivered,3.0,Fragrance Product 98,Beauty,Fragrance,123.08,Customer 712,South,Hyderabad,2024-09-29,2025,6,Jun
ORD000038,2025-09-30,CUST01123,PROD0043,1,0.0,52.63,52.63,42.2,10.43,UPI,Delivered,6.0,Skincare Product 43,Beauty,Skincare,50.76,Customer 1123,South,Bengaluru,2024-10-06,2025,9,Sep
ORD000039,2025-01-06,CUST00539,PROD0095,2,0.15,37.22,63.27,37.31,25.96,Credit Card,Delivered,3.0,Business Product 95,Books,Business,37.34,Customer 539,South,Hyderabad,2024-05-17,2025,1,Jan
ORD000040,2025-05-27,CUST00601,PROD0078,1,0.1,103.11,92.8,57.19,35.61,UPI,Delivered,2.0,Fitness Product 78,Sports,Fitness,108.69,Customer 601,Central,Nagpur,2023-07-24,2025,5,May
ORD000041,2025-07-03,CUST01170,PROD0054,2,0.0,97.65,195.3,156.16,39.14,UPI,Delivered,2.0,Makeup Product 54,Beauty,Makeup,95.89,Customer 1170,East,Kolkata,2025-03-14,2025,7,Jul
ORD000042,2025-01-28,CUST00257,PROD0047,3,0.05,18.32,52.21,37.58,14.63,Debit Card,Delivered,2.0,Men Product 47,Fashion,Men,18.6,Customer 257,North,Jaipur,2025-04-28,2025,1,Jan
ORD000043,2025-02-07,CUST01213,PROD0014,3,0.15,140.24,357.61,275.66,81.95,Net Banking,Delivered,3.0,Accessories Product 14,Electronics,Accessories,128.33,Customer 1213,North,Jaipur,2024-01-01,2025,2,Feb
ORD000044,2025-04-29,CUST01264,PROD0048,3,0.1,117.81,318.09,185.74,132.35,Net Banking,Cancelled,,Fragrance Product 48,Beauty,Fragrance,109.58,Customer 1264,North,Delhi,2023-01-13,2025,4,Apr
ORD000045,2025-10-20,CUST00871,PROD0055,2,0.05,275.62,523.68,356.41,167.27,UPI,Delivered,3.0,Fitness Product 55,Sports,Fitness,287.69,Customer 871,East,Patna,2024-02-18,2025,10,Oct
ORD000046,2025-09-01,CUST00899,PROD0029,1,0.05,53.55,50.87,41.52,9.35,COD,Delivered,2.0,Women Product 29,Fashion,Women,56.34,Customer 899,West,Pune,2024-12-21,2025,9,Sep
ORD000047,2025-03-09,CUST00809,PROD0047,1,0.0,18.41,18.41,13.24,5.17,Debit Card,Delivered,5.0,Men Product 47,Fashion,Men,18.6,Customer 809,West,Pune,2023-07-18,2025,3,Mar
ORD000048,2025-08-02,CUST00677,PROD0063,4,0.15,274.29,932.59,731.08,201.51,Debit Card,Delivered,3.0,Kitchen Product 63,Home & Kitchen,Kitchen,273.62,Customer 677,North,Jaipur,2023-03-28,2025,8,Aug
ORD000049,2025-08-06,CUST00271,PROD0019,4,0.1,236.59,851.72,690.96,160.76,UPI,Delivered,3.0,Decor Product 19,Home & Kitchen,Decor,213.84,Customer 271,Central,Bhopal,2023-03-19,2025,8,Aug
ORD000050,2025-06-26,CUST00550,PROD0091,1,0.15,37.67,32.02,23.84,8.18,Debit Card,Delivered,1.0,Technology Product 91,Books,Technology,38.43,Customer 550,West,Surat,2024-11-16,2025,6,Jun
ORD000051,2025-10-26,CUST01138,PROD0009,1,0.2,329.85,263.88,173.8,90.08,Debit Card,Delivered,3.0,Furniture Product 9,Home & Kitchen,Furniture,301.64,Customer 1138,South,Kochi,2024-09-07,2025,10,Oct
ORD000052,2025-06-13,CUST01363,PROD0101,4,0.25,329.69,989.07,646.92,342.15,Credit Card,Delivered,2.0,Laptops Product 101,Electronics,Laptops,322.89,Customer 1363,East,Bhubaneswar,2024-08-29,2025,6,Jun
ORD000053,2025-02-27,CUST00568,PROD0037,1,0.0,212.79,212.79,127.06,85.73,UPI,Returned,2.0,Sportswear Product 37,Sports,Sportswear,193.95,Customer 568,Central,Indore,2024-01-04,2025,2,Feb
ORD000054,2025-09-26,CUST00986,PROD0107,1,0.0,212.76,212.76,145.24,67.52,Net Banking,Delivered,3.0,Equipment Product 107,Sports,Equipment,200.64,Customer 986,West,Ahmedabad,2025-04-17,2025,9,Sep
ORD000055,2025-11-04,CUST00359,PROD0092,1,0.1,61.15,55.04,44.02,11.02,COD,Delivered,3.0,Haircare Product 92,Beauty,Haircare,57.6,Customer 359,South,Kochi,2023-03-25,2025,11,Nov
ORD000056,2025-02-27,CUST01358,PROD0052,2,0.0,59.4,118.8,82.53,36.27,Net Banking,Delivered,2.0,Self Help Product 52,Books,Self Help,58.02,Customer 1358,North,Lucknow,2024-01-25,2025,2,Feb
ORD000057,2025-10-15,CUST01193,PROD0057,2,0.15,33.64,57.19,45.67,11.52,UPI,Delivered,4.0,Fitness Product 57,Sports,Fitness,30.92,Customer 1193,South,Bengaluru,2023-06-30,2025,10,Oct
ORD000058,2025-04-15,CUST01363,PROD0088,2,0.2,79.31,126.9,98.49,28.41,Credit Card,Delivered,5.0,Accessories Product 88,Fashion,Accessories,81.69,Customer 1363,East,Bhubaneswar,2024-08-29,2025,4,Apr
ORD000059,2025-08-16,CUST00798,PROD0028,3,0.1,18.11,48.9,39.91,8.99,UPI,Returned,5.0,Equipment Product 28,Sports,Equipment,16.44,Customer 798,West,Ahmedabad,2025-04-03,2025,8,Aug
ORD000060,2025-09-04,CUST01285,PROD0036,2,0.05,393.36,747.38,603.47,143.91,Debit Card,Delivered,2.0,Furniture Product 36,Home & Kitchen,Furniture,375.57,Customer 1285,North,Chandigarh,2023-07-09,2025,9,Sep
ORD000061,2025-07-07,CUST00887,PROD0116,3,0.0,51.88,155.64,116.66,38.98,Net Banking,Delivered,3.0,Men Product 116,Fashion,Men,51.48,Customer 887,South,Kochi,2023-05-16,2025,7,Jul
ORD000062,2025-03-24,CUST01223,PROD0064,1,0.05,554.45,526.73,415.64,111.09,UPI,Delivered,5.0,Decor Product 64,Home & Kitchen,Decor,496.62,Customer 1223,South,Chennai,2023-12-16,2025,3,Mar
ORD000063,2025-07-05,CUST00211,PROD0018,2,0.15,240.72,409.22,310.82,98.4,COD,Cancelled,,Furniture Product 18,Home & Kitchen,Furniture,220.36,Customer 211,West,Mumbai,2025-04-12,2025,7,Jul
ORD000064,2025-09-09,CUST00287,PROD0089,2,0.05,503.0,955.7,715.64,240.06,Debit Card,Delivered,5.0,Kitchen Product 89,Home & Kitchen,Kitchen,468.17,Customer 287,East,Ranchi,2024-03-28,2025,9,Sep
ORD000065,2025-12-21,CUST00743,PROD0035,1,0.0,30.75,30.75,23.12,7.63,UPI,Delivered,1.0,Footwear Product 35,Fashion,Footwear,31.55,Customer 743,West,Ahmedabad,2023-01-19,2025,12,Dec
ORD000066,2025-08-26,CUST01496,PROD0068,1,0.05,109.31,103.84,78.2,25.64,UPI,Delivered,2.0,Kitchen Product 68,Home & Kitchen,Kitchen,98.06,Customer 1496,West,Surat,2023-04-08,2025,8,Aug
ORD000067,2025-12-26,CUST01047,PROD0078,2,0.25,116.15,174.23,116.92,57.31,UPI,Delivered,5.0,Fitness Product 78,Sports,Fitness,108.69,Customer 1047,East,Kolkata,2025-02-19,2025,12,Dec
ORD000068,2025-07-03,CUST01133,PROD0039,2,0.1,176.05,316.89,216.01,100.88,Credit Card,Delivered,5.0,Smartphones Product 39,Electronics,Smartphones,169.11,Customer 1133,South,Bengaluru,2023-03-05,2025,7,Jul
ORD000069,2025-10-11,CUST00296,PROD0090,2,0.2,181.66,290.66,189.1,101.56,UPI,Cancelled,,Outdoor Product 90,Sports,Outdoor,164.49,Customer 296,South,Bengaluru,2024-12-16,2025,10,Oct
ORD000070,2025-07-29,CUST00006,PROD0008,3,0.15,440.5,1123.27,691.47,431.8,Debit Card,Cancelled,,Decor Product 8,Home & Kitchen,Decor,462.5,Customer 6,Central,Kanpur,2024-10-14,2025,7,Jul
ORD000071,2025-10-31,CUST00550,PROD0088,2,0.1,77.43,139.37,96.17,43.2,Debit Card,Delivered,3.0,Accessories Product 88,Fashion,Accessories,81.69,Customer 550,West,Surat,2024-11-16,2025,10,Oct
ORD000072,2025-10-23,CUST00681,PROD0080,3,0.0,40.58,121.74,96.9,24.84,Credit Card,Delivered,6.0,Skincare Product 80,Beauty,Skincare,39.29,Customer 681,South,Hyderabad,2024-02-18,2025,10,Oct
ORD000073,2025-04-07,CUST00795,PROD0084,2,0.05,22.03,41.86,30.82,11.04,UPI,Delivered,3.0,Fiction Product 84,Books,Fiction,23.65,Customer 795,Central,Bhopal,2024-10-29,2025,4,Apr
ORD000074,2025-07-27,CUST00203,PROD0015,4,0.1,123.67,445.21,264.22,180.99,Credit Card,Delivered,4.0,Kitchen Product 15,Home & Kitchen,Kitchen,117.47,Customer 203,South,Hyderabad,2024-07-13,2025,7,Jul
ORD000075,2025-05-17,CUST00325,PROD0007,1,0.2,14.83,11.86,9.19,2.67,UPI,Delivered,4.0,Haircare Product 7,Beauty,Haircare,15.32,Customer 325,Central,Nagpur,2023-05-04,2025,5,May
ORD000076,2025-07-03,CUST00825,PROD0017,1,0.05,14.3,13.58,10.93,2.65,COD,Delivered,2.0,Equipment Product 17,Sports,Equipment,15.15,Customer 825,East,Patna,2024-07-13,2025,7,Jul
ORD000077,2025-03-17,CUST00244,PROD0086,3,0.0,362.04,1086.12,846.15,239.97,Credit Card,Delivered,1.0,Audio Product 86,Electronics,Audio,361.35,Customer 244,South,Chennai,2023-11-04,2025,3,Mar
ORD000078,2025-10-14,CUST00327,PROD0086,1,0.1,366.12,329.51,248.65,80.86,UPI,Delivered,3.0,Audio Product 86,Electronics,Audio,361.35,Customer 327,North,Chandigarh,2023-01-12,2025,10,Oct
ORD000079,2025-05-22,CUST00987,PROD0118,1,0.0,124.91,124.91,76.95,47.96,Debit Card,Delivered,2.0,Kitchen Product 118,Home & Kitchen,Kitchen,130.92,Customer 987,Central,Bhopal,2023-12-06,2025,5,May
ORD000080,2025-08-25,CUST01071,PROD0064,1,0.1,461.02,414.92,275.41,139.51,Debit Card,Delivered,4.0,Decor Product 64,Home & Kitchen,Decor,496.62,Customer 1071,Central,Nagpur,2023-07-27,2025,8,Aug
ORD000081,2025-01-25,CUST00761,PROD0012,1,0.05,304.85,289.61,207.26,82.35,UPI,Delivered,3.0,Audio Product 12,Electronics,Audio,304.0,Customer 761,Central,Nagpur,2023-10-22,2025,1,Jan
ORD000082,2025-10-17,CUST01037,PROD0082,4,0.0,677.65,2710.6,1622.15,1088.45,Credit Card,Delivered,2.0,Laptops Product 82,Electronics,Laptops,632.19,Customer 1037,South,Kochi,2024-07-26,2025,10,Oct
ORD000083,2025-03-08,CUST00907,PROD0056,1,0.05,91.86,87.27,52.84,34.43,Debit Card,Delivered,4.0,Women Product 56,Fashion,Women,83.9,Customer 907,East,Ranchi,2024-08-05,2025,3,Mar
ORD000084,2025-09-07,CUST01404,PROD0046,3,0.1,112.39,303.45,244.04,59.41,UPI,Delivered,1.0,Accessories Product 46,Electronics,Accessories,119.63,Customer 1404,South,Hyderabad,2025-04-06,2025,9,Sep
ORD000085,2025-04-28,CUST00365,PROD0047,1,0.1,19.06,17.15,12.84,4.31,UPI,Delivered,2.0,Men Product 47,Fashion,Men,18.6,Customer 365,South,Hyderabad,2023-08-03,2025,4,Apr
ORD000086,2025-03-14,CUST01366,PROD0079,1,0.0,234.28,234.28,151.35,82.93,Debit Card,Delivered,4.0,Appliances Product 79,Home & Kitchen,Appliances,240.86,Customer 1366,North,Delhi,2024-07-04,2025,3,Mar
ORD000087,2025-10-09,CUST01245,PROD0101,2,0.2,321.25,514.0,338.5,175.5,Debit Card,Delivered,4.0,Laptops Product 101,Electronics,Laptops,322.89,Customer 1245,East,Ranchi,2024-08-06,2025,10,Oct
ORD000088,2025-12-26,CUST00073,PROD0016,1,0.0,225.61,225.61,151.67,73.94,Net Banking,Delivered,3.0,Women Product 16,Fashion,Women,203.86,Customer 73,Central,Nagpur,2025-06-01,2025,12,Dec
ORD000089,2025-01-10,CUST01070,PROD0069,4,0.0,143.23,572.92,342.62,230.3,Credit Card,Delivered,2.0,Women Product 69,Fashion,Women,144.62,Customer 1070,West,Mumbai,2024-05-29,2025,1,Jan
ORD000090,2025-07-30,CUST00274,PROD0002,4,0.1,29.67,106.81,80.9,25.91,Credit Card,Delivered,4.0,Decor Product 2,Home & Kitchen,Decor,29.88,Customer 274,East,Patna,2023-09-27,2025,7,Jul
ORD000091,2025-11-19,CUST00208,PROD0116,1,0.0,49.52,49.52,30.82,18.7,Credit Card,Delivered,2.0,Men Product 116,Fashion,Men,51.48,Customer 208,North,Lucknow,2025-05-18,2025,11,Nov
ORD000092,2025-06-01,CUST00124,PROD0092,2,0.1,64.05,115.29,89.15,26.14,Debit Card,Delivered,8.0,Haircare Product 92,Beauty,Haircare,57.6,Customer 124,East,Ranchi,2023-09-05,2025,6,Jun
ORD000093,2025-01-05,CUST01034,PROD0105,1,0.25,174.99,131.24,102.76,28.48,Debit Card,Delivered,6.0,Fragrance Product 105,Beauty,Fragrance,173.04,Customer 1034,West,Ahmedabad,2025-03-09,2025,1,Jan
ORD000094,2025-07-14,CUST01353,PROD0054,1,0.1,99.16,89.24,65.43,23.81,UPI,Delivered,2.0,Makeup Product 54,Beauty,Makeup,95.89,Customer 1353,West,Pune,2024-05-02,2025,7,Jul
ORD000095,2025-10-10,CUST01211,PROD0027,1,0.1,435.62,392.06,299.83,92.23,UPI,Delivered,5.0,Decor Product 27,Home & Kitchen,Decor,431.04,Customer 1211,West,Pune,2025-06-03,2025,10,Oct
ORD000096,2025-04-23,CUST00543,PROD0031,3,0.1,246.18,664.69,412.93,251.76,Debit Card,Delivered,3.0,Furniture Product 31,Home & Kitchen,Furniture,253.64,Customer 543,West,Pune,2024-09-30,2025,4,Apr
ORD000097,2025-09-28,CUST00060,PROD0041,3,0.0,422.9,1268.7,911.21,357.49,Credit Card,Delivered,3.0,Accessories Product 41,Electronics,Accessories,390.82,Customer 60,West,Pune,2023-10-05,2025,9,Sep
ORD000098,2025-06-12,CUST00899,PROD0036,1,0.05,347.66,330.28,245.21,85.07,UPI,Delivered,2.0,Furniture Product 36,Home & Kitchen,Furniture,375.57,Customer 899,West,Pune,2024-12-21,2025,6,Jun
ORD000099,2025-04-15,CUST00886,PROD0047,2,0.05,19.68,37.39,27.62,9.77,UPI,Delivered,2.0,Men Product 47,Fashion,Men,18.6,Customer 886,North,Jaipur,2024-02-13,2025,4,Apr
ORD000100,2025-06-30,CUST00782,PROD0043,4,0.25,52.73,158.19,96.2,61.99,Net Banking,Delivered,6.0,Skincare Product 43,Beauty,Skincare,50.76,Customer 782,North,Chandigarh,2024-06-20,2025,6,Jun
ORD000101,2025-02-13,CUST00442,PROD0065,3,0.0,169.64,508.92,337.24,171.68,COD,Delivered,4.0,Women Product 65,Fashion,Women,178.78,Customer 442,East,Bhubaneswar,2024-03-18,2025,2,Feb
ORD000102,2025-10-09,CUST01241,PROD0050,3,0.1,90.55,244.48,160.87,83.61,UPI,Delivered,3.0,Smartphones Product 50,Electronics,Smartphones,95.0,Customer 1241,Central,Nagpur,2025-06-17,2025,10,Oct
ORD000103,2025-06-24,CUST00911,PROD0093,2,0.2,392.76,628.42,450.83,177.59,Credit Card,Delivered,1.0,Appliances Product 93,Home & Kitchen,Appliances,373.4,Customer 911,North,Lucknow,2023-08-08,2025,6,Jun
ORD000104,2025-06-11,CUST01026,PROD0001,2,0.15,387.32,658.44,502.82,155.62,UPI,Cancelled,,Kitchen Product 1,Home & Kitchen,Kitchen,394.25,Customer 1026,Central,Nagpur,2025-06-11,2025,6,Jun
ORD000105,2025-12-17,CUST00832,PROD0072,3,0.25,15.58,35.06,25.14,9.92,UPI,Delivered,3.0,Technology Product 72,Books,Technology,16.01,Customer 832,South,Hyderabad,2025-01-20,2025,12,Dec
ORD000106,2025-12-06,CUST01008,PROD0057,1,0.1,28.81,25.93,19.74,6.19,Credit Card,Delivered,3.0,Fitness Product 57,Sports,Fitness,30.92,Customer 1008,South,Hyderabad,2024-11-20,2025,12,Dec
ORD000107,2025-05-20,CUST01380,PROD0016,2,0.05,218.8,415.72,250.99,164.73,UPI,Delivered,3.0,Women Product 16,Fashion,Women,203.86,Customer 1380,Central,Kanpur,2024-02-16,2025,5,May
ORD000108,2025-05-12,CUST00626,PROD0028,1,0.15,18.03,15.33,12.12,3.21,Debit Card,Delivered,6.0,Equipment Product 28,Sports,Equipment,16.44,Customer 626,East,Ranchi,2024-03-30,2025,5,May
ORD000109,2025-03-28,CUST01189,PROD0086,3,0.05,391.69,1116.32,791.23,325.09,Credit Card,Delivered,3.0,Audio Product 86,Electronics,Audio,361.35,Customer 1189,North,Jaipur,2024-06-02,2025,3,Mar
ORD000110,2025-06-25,CUST00998,PROD0082,2,0.0,640.54,1281.08,754.56,526.52,Net Banking,Returned,2.0,Laptops Product 82,Electronics,Laptops,632.19,Customer 998,West,Mumbai,2023-03-11,2025,6,Jun
ORD000111,2025-07-02,CUST00734,PROD0022,2,0.15,201.81,343.08,251.95,91.13,Debit Card,Delivered,3.0,Kitchen Product 22,Home & Kitchen,Kitchen,196.54,Customer 734,Central,Bhopal,2024-02-16,2025,7,Jul
ORD000112,2025-05-09,CUST00091,PROD0041,2,0.1,378.49,681.28,479.73,201.55,UPI,Delivered,5.0,Accessories Product 41,Electronics,Accessories,390.82,Customer 91,East,Kolkata,2024-09-19,2025,5,May
ORD000113,2025-09-03,CUST00167,PROD0076,2,0.2,102.31,163.7,103.6,60.1,UPI,Delivered,3.0,Women Product 76,Fashion,Women,107.18,Customer 167,East,Ranchi,2024-06-20,2025,9,Sep
ORD000114,2025-03-30,CUST00959,PROD0019,2,0.25,231.93,347.9,265.61,82.29,Net Banking,Delivered,4.0,Decor Product 19,Home & Kitchen,Decor,213.84,Customer 959,South,Chennai,2025-01-05,2025,3,Mar
ORD000115,2025-03-07,CUST00207,PROD0089,2,0.2,505.47,808.75,650.28,158.47,Net Banking,Delivered,3.0,Kitchen Product 89,Home & Kitchen,Kitchen,468.17,Customer 207,Central,Kanpur,2024-09-26,2025,3,Mar
ORD000116,2025-06-07,CUST01306,PROD0050,2,0.0,102.17,204.34,134.34,70.0,Credit Card,Delivered,4.0,Smartphones Product 50,Electronics,Smartphones,95.0,Customer 1306,South,Hyderabad,2023-06-30,2025,6,Jun
ORD000117,2025-05-29,CUST01089,PROD0059,1,0.1,98.5,88.65,61.93,26.72,UPI,Returned,4.0,Haircare Product 59,Beauty,Haircare,97.27,Customer 1089,South,Hyderabad,2023-02-17,2025,5,May
ORD000118,2025-12-06,CUST00516,PROD0069,3,0.15,158.06,403.05,246.17,156.88,Net Banking,Returned,4.0,Women Product 69,Fashion,Women,144.62,Customer 516,West,Ahmedabad,2025-01-26,2025,12,Dec
ORD000119,2025-04-26,CUST01181,PROD0034,1,0.25,116.6,87.45,70.24,17.21,UPI,Delivered,4.0,Accessories Product 34,Fashion,Accessories,105.5,Customer 1181,North,Lucknow,2024-12-21,2025,4,Apr
ORD000120,2025-08-02,CUST00747,PROD0039,1,0.05,166.69,158.36,103.97,54.39,UPI,Delivered,2.0,Smartphones Product 39,Electronics,Smartphones,169.11,Customer 747,Central,Indore,2024-03-24,2025,8,Aug
